oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Sewon,SGD-105,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
Sewon,SGD-102,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
Sewon,SGD-101,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
Sewon,SG-2890CD,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
Sewon,SG-2300CD,2004,Discontinued,68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
Sewon,SG-2320CD,2004,Discontinued,68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
Sewon,SG-2200CD,2004,Discontinued,68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in),,Mini-SIM,CSTN,,,128 x 128 pixels,1:1 ratio
Sewon,SG-P100,2004,Discontinued,88 x 44 x 21 mm (3.46 x 1.73 x 0.83 in),,Mini-SIM,STN,,,101 x 80 pixels,V1
Sharp,Aquos Zero 2,2020,2020,158 x 74 x 8.8 mm (6.22 x 2.91 x 0.35 in),,Nano-SIM,OLED capacitive touchscreen,,6.4,1080 x 2340 pixels,19.5:9 ratio (~403 ppi density)
Sharp,Aquos V,2019,2019,157 x 76 x 9 mm (6.18 x 2.99 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2160 pixels
Sharp,AQUOS  941SH,2009,Discontinued,119 x 53 x 16.6 mm (4.69 x 2.09 x 0.65 in),,Mini-SIM,TFT resistive touchscreen,,4,480 x 1024 (~283 ppi density),Accelerometer
Sharp,940SH,2009,Discontinued,111 x 51 x 16 mm (4.37 x 2.01 x 0.63 in),,Mini-SIM,TFT resistive touchscreen,,3.4,854 x 480 pixels,16:9 ratio (~288 ppi density)
Sharp,550SH,2006,Discontinued,111 x 47 x 18.5 mm (4.37 x 1.85 x 0.73 in),,Mini-SIM,TFT,,2,240 x 320 pixels,4:3 ratio (~200 ppi density)
Sharp,GX17,2005,Discontinued,106 x 45.5 x 17.4 mm (4.17 x 1.79 x 0.69 in),,Mini-SIM,TFT,,1.9,120 x 160 pixels,4:3 ratio (~105 ppi density)
Sharp,GX40,2005,Discontinued,93 x 46 x 22 mm (3.66 x 1.81 x 0.87 in),,Mini-SIM,TFT,,,240 x 320 pixels,2.0 inch
Sharp,GX25/GZ200,2004,Discontinued,92 x 46 x 23.5 mm (3.62 x 1.81 x 0.93 in),,Mini-SIM,TFT,,,320 x 240 pixels,4:3 ratio
Sharp,TM150,2004,Discontinued,93 x 43 x 25 mm (3.66 x 1.69 x 0.98 in),,Mini-SIM,TFT,,2.2,240 x 320 pixels,4:3 ratio (~182 ppi density)
Sharp,GX30,2004,Discontinued,95 x 49 x 26 mm (3.74 x 1.93 x 1.02 in),,Mini-SIM,CGS,,2.2,240 x 320 pixels,8 lines
Sharp,GX22,2003,Discontinued,94 x 49 x 25 mm (3.70 x 1.93 x 0.98 in),,Mini-SIM,CGS,,,240 x 320 pixels,4:3 ratio
Sharp,GX20,2003,Discontinued,95 x 49 x 25 mm (3.74 x 1.93 x 0.98 in),,Mini-SIM,CGS,,,240 x 320 pixels,4:3 ratio
Sharp,GX10i,2003,Discontinued,94 x 49 x 27 mm (3.70 x 1.93 x 1.06 in),,Mini-SIM,TFT,,,120 x 160 pixels,4:3 ratio
Sharp,GX10,2002,Discontinued,94 x 49 x 27 mm (3.70 x 1.93 x 1.06 in),,Mini-SIM,TFT,,,120 x 160 pixels,4:3 ratio
Sharp,GX1,2002,Discontinued,133 x 46 x 23 mm (5.24 x 1.81 x 0.91 in),,Mini-SIM,GFC,,,120 x 160 pixels,4:3 ratio
Siemens,CX70,2004,Discontinued,108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in),,Mini-SIM,TFT,,,132 x 176 pixels,9 lines
Siemens,PenPhone,2004,Cancelled,140 x 25 x 19 mm (5.51 x 0.98 x 0.75 in),,Mini-SIM,LCD,,,V1,
Siemens,ST60,2004,Discontinued,99 x 49 x 22 mm,,87,Mini-SIM,,65K colors,,120 x 160 pixels
Siemens,U15,2003,Discontinued,136 x 53 x 24 mm,,140,Mini-SIM,,65K colors,,176 x 220 pixels
Siemens,ST55,2003,Discontinued,99 x 47 x 22 mm (3.90 x 1.85 x 0.87 in),,Mini-SIM,TFT,,,120 x 160 pixels,7 lines
Siemens,Xelibri 1,2003,Discontinued,101 x 46 x 19 mm,,73,Mini-SIM,,,101 x 64 pixels,V1
Siemens,Xelibri 2,2003,Discontinued,99 x 56 x 20 mm,,73,Mini-SIM,,,101 x 65 pixels,5 lines
Siemens,Xelibri 3,2003,Discontinued,74 x 43 x 20 mm,,55,Mini-SIM,,,101 x 56 pixels,5 lines
Siemens,Xelibri 4,2003,Discontinued,99 x 53 x 19 mm,,71,Mini-SIM,,,101 x 65 pixels,5 lines
Siemens,M55,2003,Discontinued,101 x 46 x 21 mm (3.98 x 1.81 x 0.83 in),,Mini-SIM,CSTN,,,101 x 80 pixels,7 lines
Siemens,SL55,2003,Discontinued,82 x 45 x 22 mm,,79,Mini-SIM,,4096 colors,,101 x 80 pixels
Siemens,S55,2002,Discontinued,101 x 42 x 18 mm,,85,Mini-SIM,,256 colors,,101 x 80 pixels
Siemens,SX45,2001,Discontinued,134 x 87 x 26 mm,,330,Mini-SIM,,65K colors,,240 x 320 pixels
Siemens,SL45i,2001,Discontinued,105 x 46 x 17 mm,,88,Mini-SIM,,1.5,101 x 80 pixels,7 lines (~86 ppi density)
Siemens,SL42,2001,Discontinued,105 x 46 x 17 mm,,88,Mini-SIM,,1.5,101 x 80 pixels,7 lines (~86 ppi density)
Siemens,SL45,2000,Discontinued,105 x 46 x 17 mm,,88,Mini-SIM,,1.5,101 x 80 pixels,7 lines (~86 ppi density)
Siemens,A36,2000,Discontinued,118 x 46 x 21 mm (4.65 x 1.81 x 0.83 in),,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Siemens,M30,2000,Discontinued,124 x 44 x 24 mm,,110,Mini-SIM,,,2 x 12 chars,V1
Siemens,C28,2000,Discontinued,117 x 47 x 27 mm,,135,Mini-SIM,,,3 x 12 chars,V1
Sony,Xperia 1 II,2020,2020,165.1 x 71.1 x 7.6 mm (6.5 x 2.80 x 0.30 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,1B colors,,1644 x 3840 pixels
Sony,Xperia 10 II,2020,2020,157 x 69 x 8.2 mm (6.18 x 2.72 x 0.32 in),,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2520 pixels
Sony,Xperia L4,2020,2020,159 x 71 x 8.7 mm (6.26 x 2.80 x 0.34 in),,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1680 pixels
Sony,Xperia 5,2019,2019,158 x 68 x 8.2 mm (6.22 x 2.68 x 0.32 in),,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2520 pixels
Sony,CMD Z7,2001,Discontinued,91 x 50 x 25 mm,,95,Mini-SIM,,4 shades,,96 x 92 pixels
Sony,CMD J70,2001,Discontinued,113 x 44 x 21 mm (4.45 x 1.73 x 0.83 in),,Mini-SIM,Grayscale graphic,,,96 x 92 pixels,6 lines
Sony,CMD J7,2001,Discontinued,113 x 44 x 21 mm (4.45 x 1.73 x 0.83 in),,Mini-SIM,Grayscale graphic,,,96 x 92 pixels,6 lines
Sony,CMD MZ5,,Discontinued,90 x 49 x 30 mm,,110,Mini-SIM,,4 shades,,96 x 72 pixels
Sony,CMD J6,2001,Discontinued,123 x 43 x 20 mm (4.84 x 1.69 x 0.79 in),,Mini-SIM,Grayscale graphic,,,96 x 92 pixels,6 lines
Sony,CMD Z1 plus,1997,Discontinued,98 x 60 x 26 mm,,195,Mini-SIM,,,97 x 32 pixels,5 lines
Sony,CMD Z1,1997,Discontinued,99 x 64 x 24 mm,,220,Mini-SIM,,,97 x 32 pixels,5 lines
Sony,CM-DX 2000,1997,Discontinued,147 x 46 x 27 mm,,185,Mini-SIM,,,97 x 33 pixels,4 x 16 chars
Sony,CM-DX 1000,1997,Discontinued,150 x 45 x 32 mm (5.91 x 1.77 x 1.26 in),,Mini-SIM,Monochrome graphic,,4 x 16 chars,V1,
Sony Ericsson,Z700,2002,Cancelled,91 x 50 x 24 mm,,95,Mini-SIM,,256 colors,,
Sony Ericsson,Windows Phone 7,,Cancelled,,,Mini-SIM,TFT capacitive touchscreen,,,,Accelerometer
Spice,Mi-285 Stellar,2012,Discontinued,116.5 x 58.4 x 12.7 mm (4.59 x 2.30 x 0.5 in),,Dual SIM (Mini-SIM),TFT capacitive touchscreen,,2.8,240 x 320 pixels,4:3 ratio (~143 ppi density)
T-Mobile,Revvlry+,2019,2019,158.5 x 75.2 x 8.6 mm (6.24 x 2.96 x 0.34 in),,Nano-SIM,IPS LCD capacitive touchscreen,,6.24,1080 x 2270 pixels,19:9 ratio (~403 ppi density)
T-Mobile,Revvlry,2019,2019,148.6 x 71.4 x 8.1 mm (5.85 x 2.81 x 0.32 in),,Nano-SIM,IPS LCD capacitive touchscreen,,5.7,720 x 1520 pixels,19:9 ratio (~295 ppi density)
TCL,10 5G,2020,2020,163.7 x 76.6 x 9 mm (6.44 x 3.02 x 0.35 in),,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
TCL,10 Pro,2020,2020,158.5 x 72.4 x 9.2 mm (6.24 x 2.85 x 0.36 in),,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
TCL,10L,2020,2020,162.2 x 75.6 x 8.4 mm (6.39 x 2.98 x 0.33 in),,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
TCL,Plex,2019,2019,162.2 x 76.6 x 8 mm (6.39 x 3.02 x 0.31 in),,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
TECNO,Spark Power 2,2020,2020,174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1640 pixels (~256 ppi density)
TECNO,Spark 5 Air,2020,2020,174.6 x 79.3 x 9.1 mm (6.87 x 3.12 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1640 pixels (~256 ppi density)
TECNO,Spark 5,2020,2020,164.7 x 76.3 x 8.8 mm (6.48 x 3.00 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
TECNO,Camon 15 Premier,2020,2020,163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
TECNO,Camon 15 Air,2020,2020,164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
TECNO,Camon 15 Pro,2020,2020,163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
TECNO,Camon 15,2020,2020,164.1 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
TECNO,Camon 12 Air,2019,2019,164.2 x 76.1 x 8.2 mm (6.46 x 3.00 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
TECNO,Pop 3 Plus,2019,2019,166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
TECNO,Spark 4 Lite,2019,2019,166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
TECNO,Camon 12 Pro,2019,2019,158.6 x 75.5 x 7.8 mm (6.24 x 2.97 x 0.31 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
TECNO,Camon 12,2019,2019,166 x 75.8 x 8.2 mm (6.54 x 2.98 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
TECNO,Pouvoir 3 Air,2019,2019,163 x 78.2 x 9.3 mm (6.42 x 3.08 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,480 x 960 pixels
TECNO,Pouvoir 3 Plus,2019,2019,159 x 76 x 9.2 mm (6.26 x 2.99 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1548 pixels (~269 ppi density)
TECNO,Pouvoir 3,2019,2019,157.6 x 76.7 x 8.5 mm (6.20 x 3.02 x 0.33 in),,Dual SIM (Micro-SIM,dual stand-by),,16M colors,,720 x 1500 pixels (~268 ppi density)
TECNO,Spark 3,2019,2019,155.3 x 75.8 x 8.2 mm (6.11 x 2.98 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1500 pixels (~268 ppi density)
TECNO,Spark 3 Pro,2019,2019,154.3 x 75.5 x 7.9 mm (6.07 x 2.97 x 0.31 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1500 pixels (~268 ppi density)
TECNO,Spark Go,2019,2019,156.1 x 75 x 9.2 mm (6.15 x 2.95 x 0.36 in),,Dual SIM,IPS LCD capacitive touchscreen,,6.1,720 x 1560 pixels,19.5:9 ratio (~282 ppi density)
TECNO,Pop 2 F,2019,2019,149.8 x 72.8 x 9.4 mm (5.90 x 2.87 x 0.37 in),,Dual SIM (Micro-SIM,dual stand-by),,16M colors,,480 x 960 pixels
TECNO,Pop 2 Plus,2019,2019,161.7 x 78.9 x 9.6 mm (6.37 x 3.11 x 0.38 in),,Dual SIM (Micro-SIM,dual stand-by),,16M colors,,480 x 960 pixels
TECNO,Phantom 9,2019,2019,158.5 x 75.3 x 7.9 mm (6.24 x 2.96 x 0.31 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Tel.Me.,T918,2003,Discontinued,111 x 50 x 20.5 mm (4.37 x 1.97 x 0.81 in),,Mini-SIM,CSTN touchscreen,,,128 x 160 pixels,V1
Tel.Me.,T919i,2003,Discontinued,126 x 56 x 24 mm (4.96 x 2.20 x 0.94 in),,Mini-SIM,CSTN resistive touchscreen,,,128 x 256 pixels,18:9 ratio
Tel.Me.,T919,2003,Discontinued,126 x 56 x 24 mm (4.96 x 2.20 x 0.94 in),,Mini-SIM,CSTN resistive touchscreen,,,256 x 128 pixels,18:9 ratio
Tel.Me.,T909c,,Discontinued,129 x 44 x 18 mm (5.08 x 1.73 x 0.71 in),,Mini-SIM,Monochrome graphic,,112 x 64 pixels,16:9 ratio,V1
Telit,C1000,2005,Discontinued,86 x 48 x 15.6 mm (3.39 x 1.89 x 0.61 in),,Mini-SIM,TFT resistive touchscreen,,,128 x 160 pixels,V1
Telit,T91,2004,Discontinued,85 x 43.5 x 21.9 mm (3.35 x 1.71 x 0.86 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Telit,T90,2004,Discontinued,85 x 43.5 x 21.9 mm (3.35 x 1.71 x 0.86 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Telit,NEO,2004,Discontinued,99 x 44 x 18 mm (3.90 x 1.73 x 0.71 in),,Mini-SIM,TFT,,,128 x 128 pixels,1:1 ratio
Telit,G83,2003,Discontinued,108 x 45 x 20 mm (4.25 x 1.77 x 0.79 in),,Mini-SIM,TFT,,,128 x 160 pixels,V1
Telit,G80,2002,Discontinued,105 x 60 x 23 mm (4.13 x 2.36 x 0.91 in),,Mini-SIM,CSTN,,,160 x 120 pixels,4:3 ratio
Telit,G82,2002,Discontinued,114 x 53 x 27 mm (4.49 x 2.09 x 1.06 in),,Mini-SIM,CSTN,,,128 x 96 pixels,4:3 ratio
Telit,G40,2003,Discontinued,105 x 46 x 18.5 mm (4.13 x 1.81 x 0.73 in),,Mini-SIM,Monochrome graphic,,101 x 80 pixels,V1,
Telit,GM 882,2002,Discontinued,107 x 54 x 22 mm (4.21 x 2.13 x 0.87 in),,Mini-SIM,Monochrome graphic,,132 x 65 pixels,18.5:9 ratio,V1
Telit,GM 810,1999,Discontinued,117 x 51 x 18 mm (4.61 x 2.01 x 0.71 in),,Mini-SIM,Monochrome graphic,,4 lines,V1,
Telit,Estremo,1999,Discontinued,134 x 53 x 24 mm (5.28 x 2.09 x 0.94 in),,Mini-SIM,Monochrome graphic,,4 lines,V1,
Telit,GM 710,1999,Discontinued,117 x 51 x 18 mm (4.61 x 2.01 x 0.71 in),,Mini-SIM,Monochrome graphic,,4 lines,V1,
Ulefone,Note 8P,2020,2020,141.7 x 66.5 x 12 mm (5.58 x 2.62 x 0.47 in),,Dual SIM (Micro-SIM/Nano-SIM,dual stand-by),,16M colors,,442 x 960 pixels
Ulefone,Armor X7 Pro,2020,2020,150 x 78.9 x 14.6 mm (5.91 x 3.11 x 0.57 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1280 pixels
Ulefone,Armor 7E,2020,2020,165.9 x 81 x 13.6 mm (6.53 x 3.19 x 0.54 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Ulefone,Armor X7,2020,2020,150 x 78.9 x 14.6 mm (5.91 x 3.11 x 0.57 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1280 pixels
Ulefone,Armor 7,2019,2019,165.9 x 81 x 13.6 mm (6.53 x 3.19 x 0.54 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Ulefone,Armor X6,2019,2019,150 x 78.9 x 14.4 mm (5.91 x 3.11 x 0.57 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1280 pixels
Ulefone,Armor 6S,2019,2019,166 x 83 x 13.3 mm (6.54 x 3.27 x 0.52 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2246 pixels
Ulefone,Armor 3W,2019,2019,164.8 x 79.2 x 18.2 mm (6.49 x 3.12 x 0.72 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2160 pixels
Ulefone,Armor 3WT,2019,2019,164.8 x 79.2 x 18.2 mm (6.49 x 3.12 x 0.72 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2160 pixels
Ulefone,Armor X5,2019,2019,150 x 78.9 x 14.4 mm (5.91 x 3.11 x 0.57 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
Ulefone,T2,2019,2019,167.6 x 80.3 x 8.7 mm (6.60 x 3.16 x 0.34 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2280 pixels
Ulefone,Armor X3,2019,2019,158 x 77.5 x 13.9 mm (6.22 x 3.05 x 0.55 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
Ulefone,Armor 5S,2019,2019,158.3 x 76 x 12.6 mm (6.23 x 2.99 x 0.50 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1512 pixels
Ulefone,Armor 6E,2019,2019,166 x 83 x 13.3 mm (6.54 x 3.27 x 0.52 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2246 pixels
Ulefone,Note 7P,2019,2019,156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),,Hybrid Dual SIM (Micro-SIM/Nano-SIM,dual stand-by),,16M colors,,600 x 1280 pixels (~232 ppi density)
Ulefone,S11,2019,2019,156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),,Hybrid Dual SIM (Micro-SIM/Nano-SIM,dual stand-by),,16M colors,,600 x 1280 pixels (~232 ppi density)
Ulefone,Note 7,2019,2019,156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),,Hybrid Dual SIM (Micro-SIM/Nano-SIM,dual stand-by),,16M colors,,600 x 1280 pixels (~232 ppi density)
Ulefone,Armor X2,2018,2018,163 x 76.6 x 13.9 mm (6.42 x 3.02 x 0.55 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
Ulefone,S1,2018,2018,148.6 x 70.7 x 9.6 mm (5.85 x 2.78 x 0.38 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,480 x 960 pixels
Ulefone,Armor X,2018,2018,163 x 76.6 x 13.9 mm (6.42 x 3.02 x 0.55 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
Ulefone,Armor 2,2017,2017,159 x 78.3 x 14.5 mm (6.26 x 3.08 x 0.57 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 1920 pixels
Ulefone,T2 Pro,2018,Cancelled,165.9 x 78.3 x 7.7 mm (6.53 x 3.08 x 0.30 in),,Dual SIM (Nano-SIM/Micro-SIM,dual stand-by),,16M colors,,1080 x 2258 pixels
Unnecto,Quattro Z,2014,Discontinued,125.5 x 65 x 9.4 mm (4.94 x 2.56 x 0.37 in),,Dual SIM (dual stand-by),IPS LCD capacitive touchscreen,,480 x 800 pixels,5:3 ratio (~233 ppi density),V1
Unnecto,Drone Z,2014,Discontinued,116 x 61 x 11.5 mm (4.57 x 2.40 x 0.45 in),,Dual SIM (dual stand-by),Capacitive touchscreen,,320 x 480 pixels,3:2 ratio (~165 ppi density),V1
Unnecto,Drone,2012,Discontinued,102.6 x 56.4 x 12.4 mm (4.04 x 2.22 x 0.49 in),,Dual SIM (dual stand-by),TFT resistive touchscreen,,240 x 400 pixels,5:3 ratio (~146 ppi density),V1
Vertu,Ascent Ti Damascus Steel,2009,Discontinued,115.5 x 49 x 13.1 mm,,160,Mini-SIM,,16M colors,,240 x 320 pixels
vivo,V19 Neo,2020,2020,159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,Z5x (2020),2020,2020,162.4 x 77.3 x 8.9 mm (6.39 x 3.04 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,X50 Pro+,2020,2020,158.5 x 72.8 x 8 mm (6.24 x 2.87 x 0.31 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2376 pixels (~398 ppi density)
vivo,X50 Pro,2020,2020,158.5 x 72.8 x 8 mm (6.24 x 2.87 x 0.31 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2376 pixels (~398 ppi density)
vivo,Y70s,2020,2020,162 x 76.6 x 8.5 mm (6.38 x 3.02 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,iQOO Z1,2020,2020,164 x 75.6 x 8.9 mm (6.46 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2408 pixels
vivo,X50 Lite,2020,2020,159.3 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Y30,2020,2020,162 x 76.5 x 9.1 mm (6.38 x 3.01 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1560 pixels
vivo,iQOO Neo3 5G,2020,2020,163.7 x 75.6 x 8.9 mm (6.44 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2408 pixels
vivo,Y50,2020,2020,162 x 76.5 x 9.1 mm (6.38 x 3.01 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,V19,2020,2020,159.6 x 75 x 8.5 mm (6.28 x 2.95 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,S6 5G,2020,2020,161.2 x 74.7 x 8.7 mm (6.35 x 2.94 x 0.34 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,NEX 3S 5G,2020,2020,167.4 x 76.1 x 9.4 mm (6.59 x 3.00 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2256 pixels (~363 ppi density)
vivo,V19 (Indonesia),2020,2020,159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,Z6 5G,2020,2020,164 x 75.1 x 9.2 mm (6.46 x 2.96 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,iQOO 3 5G,2020,2020,158.5 x 74.9 x 9.2 mm (6.24 x 2.95 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,X30 Pro,2019,2019,158.5 x 74.1 x 8.8 mm (6.24 x 2.92 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,X30,2019,2019,158.5 x 74.1 x 8.8 mm (6.24 x 2.92 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,V17,2019,2019,159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,iQOO Neo 855 Racing,2019,2019,159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Z5i,2019,2019,162.2 x 76.5 x 8.9 mm (6.39 x 3.01 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,V17 (Russia),2019,2019,159.3 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,S1 Pro,2019,2019,159.3 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Y3 Standard,2019,2019,159.4 x 76.7 x 8.9 mm (6.28 x 3.02 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1544 pixels (~268 ppi density)
vivo,Y19,2019,2019,162.2 x 76.5 x 8.9 mm (6.39 x 3.01 x 0.35 in),,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
